CWE,Language,Query id,Query name
CWE-710,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-710,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-710,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-710,Java/Kotlin,java/todo-comment,TODO/FIXME comments
CWE-710,Java/Kotlin,java/unused-reference-type,Unused classes and interfaces
CWE-710,Java/Kotlin,java/overwritten-assignment-to-local,Assigned value is overwritten
CWE-710,Java/Kotlin,java/useless-assignment-to-local,Useless assignment to local variable
CWE-710,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-710,Java/Kotlin,java/unused-initialized-local,Local variable is initialized but not used
CWE-710,Java/Kotlin,java/local-variable-is-never-read,Unread local variable
CWE-710,Java/Kotlin,java/unused-field,Unused field
CWE-710,Java/Kotlin,java/unused-label,Unused label
CWE-710,Java/Kotlin,java/unused-local-variable,Unused local variable
CWE-710,Java/Kotlin,java/switch-fall-through,Unterminated switch case
CWE-710,Java/Kotlin,java/redundant-cast,Unnecessary cast
CWE-710,Java/Kotlin,java/unused-import,Unnecessary import
CWE-732,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-732,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-749,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-754,Java/Kotlin,java/inconsistent-call-on-result,Inconsistent operation on return value
CWE-754,Java/Kotlin,java/return-value-ignored,Method result ignored
CWE-754,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-755,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-755,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-755,Java/Kotlin,java/android/nfe-local-android-dos,Local Android DoS Caused By NumberFormatException
CWE-759,Java/Kotlin,java/hash-without-salt,Use of a hash function without a salt
CWE-764,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-772,Java/Kotlin,java/input-resource-leak,Potential input resource leak
CWE-772,Java/Kotlin,java/database-resource-leak,Potential database resource leak
CWE-772,Java/Kotlin,java/output-resource-leak,Potential output resource leak
CWE-776,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-776,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-780,Java/Kotlin,java/rsa-without-oaep,Use of RSA algorithm without OAEP
CWE-783,Java/Kotlin,java/whitespace-contradicts-precedence,Whitespace contradicts operator precedence
CWE-798,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-798,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-798,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-798,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-807,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-807,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-820,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-820,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-821,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-821,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-827,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-827,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-829,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-829,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-829,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-833,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-833,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-833,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-833,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-834,Java/Kotlin,java/constant-loop-condition,Constant loop condition
CWE-834,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-834,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-834,Java/Kotlin,java/unreachable-exit-in-loop,Loop with unreachable exit condition
CWE-835,Java/Kotlin,java/constant-loop-condition,Constant loop condition
CWE-835,Java/Kotlin,java/unreachable-exit-in-loop,Loop with unreachable exit condition
CWE-862,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-863,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive . in a regular expression
CWE-913,Java/Kotlin,java/android/arbitrary-apk-installation,Android APK installation
CWE-913,Java/Kotlin,java/groovy-injection,Groovy Language injection
CWE-913,Java/Kotlin,java/insecure-bean-validation,Insecure Bean Validation
CWE-913,Java/Kotlin,java/jexl-expression-injection,Expression language injection (JEXL)
CWE-913,Java/Kotlin,java/mvel-expression-injection,Expression language injection (MVEL)
CWE-913,Java/Kotlin,java/spel-expression-injection,Expression language injection (Spring)
CWE-913,Java/Kotlin,java/server-side-template-injection,Server-side template injection
CWE-913,Java/Kotlin,java/android/fragment-injection,Android fragment injection
CWE-913,Java/Kotlin,java/android/fragment-injection-preference-activity,Android fragment injection in PreferenceActivity
CWE-913,Java/Kotlin,java/unsafe-deserialization,Deserialization of user-controlled data
CWE-913,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-913,Java/Kotlin,java/beanshell-injection,BeanShell injection
CWE-913,Java/Kotlin,java/android-insecure-dex-loading,Insecure loading of an Android Dex File
CWE-913,Java/Kotlin,java/jshell-injection,JShell injection
CWE-913,Java/Kotlin,java/javaee-expression-injection,Jakarta Expression Language injection
CWE-913,Java/Kotlin,java/jython-injection,Injection in Jython
CWE-913,Java/Kotlin,java/unsafe-eval,Injection in Java Script Engine
CWE-913,Java/Kotlin,java/spring-view-manipulation-implicit,Spring Implicit View Manipulation
CWE-913,Java/Kotlin,java/spring-view-manipulation,Spring View Manipulation
CWE-913,Java/Kotlin,java/unsafe-reflection,Use of externally-controlled input to select classes or code ('unsafe reflection')
CWE-913,Java/Kotlin,java/unsafe-deserialization-rmi,Unsafe deserialization in a remotely callable method.
CWE-913,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-configuration-class,Unsafe deserialization with Spring's remote service exporters.
CWE-913,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-xml-configuration,Unsafe deserialization with Spring's remote service exporters.
CWE-916,Java/Kotlin,java/hash-without-salt,Use of a hash function without a salt
CWE-917,Java/Kotlin,java/ognl-injection,OGNL Expression Language statement with user-controlled input
CWE-918,Java/Kotlin,java/ssrf,Server-side request forgery
CWE-922,Java/Kotlin,java/android/backup-enabled,Application backup allowed
CWE-922,Java/Kotlin,java/android/cleartext-storage-database,Cleartext storage of sensitive information using a local database on Android
CWE-922,Java/Kotlin,java/android/cleartext-storage-filesystem,Cleartext storage of sensitive information in the Android filesystem
CWE-922,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-922,Java/Kotlin,java/cleartext-storage-in-cookie,Cleartext storage of sensitive information in cookie
CWE-922,Java/Kotlin,java/cleartext-storage-in-properties,Cleartext storage of sensitive information using 'Properties' class
CWE-922,Java/Kotlin,java/android/cleartext-storage-shared-prefs,Cleartext storage of sensitive information using SharedPreferences on Android
CWE-923,Java/Kotlin,java/insecure-smtp-ssl,Insecure JavaMail SSL Configuration
CWE-923,Java/Kotlin,java/unsafe-hostname-verification,Unsafe hostname verification
CWE-923,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-923,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-923,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-923,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-923,Java/Kotlin,java/ignored-hostname-verification,Ignored result of hostname verification
CWE-923,Java/Kotlin,java/insecure-ldaps-endpoint,Insecure LDAPS Endpoint Configuration
CWE-925,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-926,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-926,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-926,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-926,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-927,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-927,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-927,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-939,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-940,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-943,Java/Kotlin,java/concatenated-sql-query,Query built by concatenation with a possibly-untrusted string
CWE-943,Java/Kotlin,java/sql-injection,Query built from user-controlled sources
CWE-943,Java/Kotlin,java/sql-injection-local,Query built from local-user-controlled sources
CWE-943,Java/Kotlin,java/ldap-injection,LDAP query built from user-controlled sources
CWE-943,Java/Kotlin,java/xml/xpath-injection,XPath injection
CWE-943,Java/Kotlin,java/mybatis-annotation-sql-injection,SQL injection in MyBatis annotation
CWE-943,Java/Kotlin,java/mybatis-xml-sql-injection,SQL injection in MyBatis Mapper XML
CWE-943,Java/Kotlin,java/xquery-injection,XQuery query built from user-controlled sources
CWE-1004,Java/Kotlin,java/tomcat-disabled-httponly,Tomcat config disables 'HttpOnly' flag (XSS risk)
CWE-1004,Java/Kotlin,java/sensitive-cookie-not-httponly,Sensitive cookies without the HttpOnly response header set
CWE-1104,Java/Kotlin,java/maven/dependency-upon-bintray,Depending upon JCenter/Bintray as an artifact repository
CWE-1204,Java/Kotlin,java/static-initialization-vector,Using a static initialization vector for encryption
CWE-1333,Java/Kotlin,java/polynomial-redos,Polynomial regular expression used on uncontrolled data
CWE-1333,Java/Kotlin,java/redos,Inefficient regular expression
CWE-1336,Java/Kotlin,java/server-side-template-injection,Server-side template injection
